word,gender,idf,meanfreq,has_a,has_e,has_i,has_o,has_u,has_y
"praedium1","n","1.9196578916824","3.902777777777778",1,1,1,0,1,0
"praefectura1","f","2.78215436793246","2.212121212121212",1,1,0,0,1,0
"praemium1","n","0.541146268428667","7.8076923076923075",1,1,1,0,1,0
"praesaepe1","f","2.87235217690404","2.5806451612903225",1,1,0,0,0,0
"praesentia1","f","0.804180674262461","3.1153846153846154",1,1,1,0,0,0
"praesidium1","n","0.597729796795034","24.066666666666666",1,1,1,0,1,0
"praetexta1","f","2.01919356523331","0.913690476190476",1,1,0,0,0,0
"prensatio1","f","7.82654848729092","1",1,1,1,1,0,0
"pretium1","n","0.442844194816863","7.712574850299402",0,1,1,0,1,0
"prex1","f","0.697265470345949","7.935714285714286",0,1,0,0,0,0
"primipilaris1","m","4.82654848729092","2.75",1,0,1,0,0,0
"primitiae1","f","3.57862097384733","2.263157894736842",1,1,1,0,0,0
"princeps1","m","0.495631609176298","22.472049689440993",0,1,1,0,0,0
"principatus1","m","2.50462039240355","6.1",1,0,1,0,1,0
"principium1","n","0.39192025965419","9.763005780346822",0,0,1,0,1,0
"privatus1","m","0.815321231867661","5.3604651162790695",1,0,1,0,1,0
"probitas1","f","2.09862803272772","2.3207547169811322",1,0,1,1,0,0
"probrum1","n","1.33469539096124","2.966666666666667",0,0,0,1,1,0
"procella1","f","1.28738967618288","2.956989247311828",1,1,0,1,0,0
"procus1","m","2.54114626842867","3.4615384615384617",0,0,0,1,1,0
"prodigentia1","f","7.82654848729092","1",1,1,1,1,0,0
"proditio1","f","1.73908564604058","4.514705882352941",0,0,1,1,0,0
"proelium1","n","0.559761946596014","15.246753246753247",0,1,1,1,1,0
"proficio1","n","0.279654027403278","10.518716577540115",0,0,1,1,0,0
"profluens1","f","3.24158598656976","1.1666666666666663",0,1,0,1,1,0
"profundum1","n","1.31875384709222","1.5659340659340661",0,0,0,1,1,0
"progenies1","f","1.67680136778623","2.183098591549296",0,1,1,1,0,0
"prognatus1","m","3.24158598656976","1.5416666666666667",1,0,0,1,1,0
"proles1","f","1.82654848729092","5.171875",0,1,0,1,0,0
"proletarius1","m","5.50462039240355","3",1,1,1,1,1,0
"promeritum1","n","4.82654848729092","0.45833333333333315",0,1,1,1,1,0
"promissor1","m","4.12610876914982","0.4230769230769231",0,0,1,1,0,0
"promissum1","n","0.943905437929074","1.4816384180790967",0,0,1,1,1,0
"promptus2","m","1.00636952487573","4.893805309734513",0,0,0,1,1,0
"pronuba1","f","4.50462039240355","2",1,0,0,1,1,0
"propago2","f","2.96856749216334","2.0689655172413794",1,0,0,1,0,0
"propositum1","n","0.884033981951675","3.3495934959349594",0,0,1,1,1,0
"prora1","f","2.3029865312339","3.217391304347826",1,0,0,1,0,0
"Proserpina1","f","2.6566234858486","3.5555555555555554",1,1,1,1,0,0
"proventus1","m","3.12610876914982","1.4423076923076923",0,1,0,1,1,0
"provincia1","f","0.849268563790999","34.05555555555556",1,0,1,1,0,0
"provocatio1","f","3.3029865312339","5.304347826086956",1,0,1,1,0,0
"proximus1","m","0.249119659255166","14.565445026178011",0,0,1,1,1,0
"prudentia1","f","0.98105843634654","3.5782608695652174",1,1,1,0,1,0
"prunum1","n","3.43423106451216","1.4047619047619044",0,0,0,0,1,0
"prytaneum1","n","5.01919356523331","1",1,1,0,0,1,1
"pubes2","f","2.3029865312339","3.5543478260869565",0,1,0,0,1,0
"pudicitia1","f","1.57862097384733","3.5",1,0,1,0,1,0
"pudor1","m","0.531927738399288","6.917197452229299",0,0,0,1,1,0
"puella1","f","1.08508150088977","9.401869158878505",1,1,0,0,1,0
"puer1","m","0.295167026774603","15.502702702702702",0,1,0,0,1,0
"pueritia1","f","1.87235217690404","3.193548387096774",1,1,1,0,1,0
"pugna1","f","0.531927738399288","15.468152866242038",1,0,0,0,1,0
"pugnus1","m","1.80418067426246","1.2384615384615385",0,0,0,0,1,0
"pulmo1","m","2.78215436793246","7.303030303030303",0,0,0,1,1,0
"pulsus2","m","1.28738967618288","2.118279569892473",0,0,0,0,1,0
"pulvinarium1","n","2.61709512166197","2.054054054054054",1,0,1,0,1,0
"pumex1","m","2.9196578916824","2.6666666666666665",0,1,0,0,1,0
"puppis1","f","1.67680136778623","6.647887323943662",0,0,1,0,1,0
"puteus1","m","2.27195963561328","2.4148936170212765",0,1,0,0,1,0
"quadratum1","n","1.89581114972803","1.3715846994535512",1,0,0,0,1,0
"quaestus1","m","1.28738967618288","3.4838709677419355",1,1,0,0,1,0
"quartum1","n","0.860764202628828","3.836",1,0,0,0,1,0
"quercus1","f","2.33469539096124","4.4222222222222225",0,1,0,0,1,0
"questus2","m","1.22663564510379","1.5670103092783505",0,1,0,0,1,0
"qui1","m","0.012767296073878","274.5740564373896",0,0,1,0,1,0
"qui2","m","0.012767296073878","287.6970194003526",0,0,1,0,1,0
"quies1","f","0.495631609176298","5.671842650103521",0,1,1,0,1,0
"quinquatrus1","m","4.50462039240355","1.3",1,0,1,0,1,0
"quinquennalis1","m","3.43423106451216","1.5714285714285714",1,1,1,0,1,0
"Quiris2","m","1.50462039240355","3.1750000000000003",0,0,1,0,1,0
"radius1","m","1.67680136778623","4.47887323943662",1,0,1,0,1,0
"raeda1","f","3.82654848729092","2.3125",1,1,0,0,0,0
"ramus1","m","1.21183864317571","6.8979591836734695",1,0,0,0,1,0
"rana1","f","3.50462039240355","6.7",1,0,0,0,0,0
"rapina1","f","1.67680136778623","2.9295774647887325",1,0,1,0,0,0
"raptor1","m","2.57862097384733","2.653508771929823",1,0,0,1,0,0
"raptum1","n","1.16833700453912","1.8135313531353137",1,0,0,0,1,0
"raptus2","m","1.50462039240355","1.5833333333333335",1,0,0,0,1,0
"rastrum1","n","3.6566234858486","2.388888888888889",1,0,0,0,1,0
"ratio1","f","0.287389676182884","32.064516129032256",1,0,1,1,0,0
"ratis1","f","0.943905437929074","4.754237288135592",1,0,1,0,0,0
"receptum1","n","0.90768525001632","1.8995867768595032",0,1,0,0,1,0
"receptus2","m","0.943905437929074","2.6230225988700555",0,1,0,0,1,0
"recessus2","m","1.87235217690404","1.2096774193548387",0,1,0,0,1,0
"recordatio1","f","2.18269229751619","1.94",1,1,1,1,0,0
"rectum1","n","0.295167026774603","3.412702702702702",0,1,0,0,1,0
"reditus1","m","1.04518877376626","2.7227272727272727",0,1,1,0,1,0
"regia1","f","0.793125485753465","5.801526717557252",1,1,1,0,0,0
"regimen1","n","2.6566234858486","1.9305555555555556",0,1,1,0,0,0
"regina1","f","1.31875384709222","5.208791208791209",1,1,1,0,0,0
"regio1","f","0.541146268428667","12.628205128205128",0,1,1,1,0,0
"regnator1","m","3.9196578916824","2.7333333333333334",1,1,0,1,0,0
"regnum1","n","0.425669051008731","16.29585798816568",0,1,0,0,1,0
"reliquiae1","f","1.07166098512745","3.8055555555555554",1,1,1,0,1,0
"remedium1","n","1.21183864317571","8.704081632653061",0,1,1,0,1,0
"remex1","m","1.82654848729092","2.515625",0,1,0,0,0,0
"remigium1","n","2.36711686865362","2.0568181818181817",0,1,1,0,1,0
"remissio1","f","2.50462039240355","3.825",0,1,1,1,0,0
"remus1","m","1.21183864317571","4.476190476190475",0,1,0,0,1,0
"repulsa1","f","1.50462039240355","1.05625",1,1,0,0,1,0
"repulsus2","m","2.04518877376626","0.8818181818181818",0,1,0,0,1,0
"requies1","f","1.80418067426246","2.123076923076923",0,1,1,0,1,0
"res1","f","0.0649972548464357","56.43940092165893",0,1,0,0,0,0
"res2","f","0.0649972548464357","56.43940092165893",0,1,0,0,0,0
"responsum1","n","0.895811149728029","3.5150273224043715",0,1,0,1,1,0
"restis1","f","3.07166098512745","1.3703703703703705",0,1,1,0,0,0
"rete1","n","2.27195963561328","2.453900709219857",0,1,0,0,0,0
"reus1","m","0.197191867211305","11.29915824915825",0,1,0,0,1,0
"rex1","m","0.18269229751619","39.34166666666661",0,1,0,0,0,0
"rhombus1","m","4.50462039240355","3.1",0,0,0,1,1,0
"rictus1","m","2.87235217690404","0.9677419354838707",0,0,1,0,1,0
"ripa1","f","1.00636952487573","7.787610619469026",1,0,1,0,0,0
"risus1","m","1.22663564510379","1.7938144329896908",0,0,1,0,1,0
"rivus1","m","1.50462039240355","2.775",0,0,1,0,1,0
"rixa1","f","2.40028373258882","2.1627906976744184",1,0,1,0,0,0
"robigo1","f","2.6566234858486","2.3055555555555554",0,0,1,1,0,0
"robur1","n","0.815321231867661","6.841085271317829",0,0,0,1,1,0
"rogo1","n","0.287389676182884","13.040322580645162",0,0,0,1,0,0
"rogus1","m","0.943905437929074","4.012711864406779",0,0,0,1,1,0
"Roma1","f","0.559761946596014","35.77272727272727",1,0,0,1,0,0
"Romanus1","m","0.460226273045099","102.93333333333334",1,0,0,1,1,0
"rostrum1","n","1.04518877376626","4.254545454545455",0,0,0,1,1,0
"rota1","f","1.57862097384733","3.0723684210526314",1,0,0,1,0,0
"rubeta2","n","5.82654848729092","1.2916666666666672",1,1,0,0,1,0
"rubor1","m","1.61709512166197","2.777027027027027",0,0,0,1,1,0
"ruina1","f","0.793125485753465","5.1603053435114505",1,0,1,0,1,0
"rumor1","m","1.04518877376626","4.636363636363637",0,0,0,1,1,0
"rupes1","f","1.27195963561328","4.787234042553192",0,1,0,0,1,0
"rus1","n","0.126108769149823","12.736538461538455",0,0,0,0,1,0
"sacellum1","n","2.57862097384733","2.0526315789473686",1,1,0,0,1,0
"sacerdos1","m","0.837863800518749","7.433070866141732",1,1,0,1,0,0
"sacerdotium1","n","1.61709512166197","2.972972972972973",1,1,1,1,1,0
"sacrificium1","n","1.54114626842867","5.378205128205129",1,0,1,0,1,0
"sacrufico1","n","4.6566234858486","1.7777777777777777",1,0,1,1,1,0
"sacrum1","n","0.408695972405017","6.1959064327485365",1,0,0,0,1,0
"saeculum1","n","0.728516404330388","6.182481751824818",1,1,0,0,1,0
"saepes1","f","0.18269229751619","10.4025",1,1,0,0,0,0
"saga1","f","2.87235217690404","0.6129032258064512",1,0,0,0,0,0
"sagina1","f","3.82654848729092","1.75",1,0,1,0,0,0
"sagitta1","f","1.27195963561328","4.361702127659575",1,0,1,0,0,0
"sagittarius1","m","2.54114626842867","4.076923076923077",1,0,1,0,1,0
"sagum1","n","2.57862097384733","0.7631578947368416",1,0,0,0,1,0
"Salii1","m","2.96856749216334","2",1,0,1,0,0,0
"salinum1","n","4.50462039240355","1.3",1,0,1,0,1,0
"saltus1","m","1.05836416251399","3.6009174311926606",1,0,0,0,1,0
"saltus2","m","1.05836416251399","3.6009174311926606",1,0,0,0,1,0
"salum1","n","1.24158598656976","5.4375",1,0,0,0,1,0
"salus1","f","0.417157551153213","10.844117647058823",1,0,0,0,1,0
"Samos1","f","2.04518877376626","3.5090909090909093",1,0,0,1,0,0
"sanctus1","m","0.943905437929074","3.278248587570622",1,0,0,0,1,0
"sane1","f","0.442844194816863","6.199600798403197",1,1,0,0,0,0
"sanguis1","m","0.358942937207918","20.418079096045197",1,0,1,0,1,0
"sapiens1","m","0.95618376770751","5.653846153846154",1,1,1,0,0,0
"sapientia1","f","1.00636952487573","5",1,1,1,0,0,0
"sapor1","m","2.21183864317571","7.3061224489795915",1,0,0,1,0,0
"sarculum1","n","4.6566234858486","2.3333333333333335",1,0,0,0,1,0
"sata1","n","0.112302969624792","7.254365079365079",1,0,0,0,0,0
"satelles1","m","1.67680136778623","2.7183098591549295",1,1,0,0,0,0
"satis1","n","0.126108769149823","6.984375",1,0,1,0,0,0
"satura1","f","2.54114626842867","0.8846153846153848",1,0,0,0,1,0
"satus2","m","2.78215436793246","1.691919191919192",1,0,0,0,1,0
"saxum1","n","0.559761946596014","9.402597402597403",1,0,0,0,1,0
"scaena1","f","1.96856749216334","3.913793103448276",1,1,0,0,0,0
"scalae1","f","1.9196578916824","4.566666666666666",1,1,0,0,0,0
"scapha1","f","3.07166098512745","2.5",1,0,0,0,0,0
"scelus1","n","0.425669051008731","12.20414201183432",0,1,0,0,1,0
"sceptrum1","n","2.33469539096124","4.844444444444444",0,1,0,0,1,0
"schola1","f","2.46899648267283","4.341463414634147",1,0,0,1,0,0
"scholasticus1","m","4.12610876914982","2.1538461538461537",1,0,1,1,1,0
"scientia1","f","1.35081505632452","6.078651685393258",1,1,1,0,0,0
"scitum1","n","0.884033981951675","1.775067750677507",0,0,1,0,1,0
"scomber1","m","5.24158598656976","2.3333333333333335",0,1,0,1,0,0
"scopulus1","m","1.71802403051275","4.3768115942028984",0,0,0,1,1,0
"scortum1","n","1.80418067426246","2.230769230769231",0,0,0,1,1,0
"scrinium1","n","3.3029865312339","1.7391304347826086",0,0,1,0,1,0
"scriptor1","m","1.24158598656976","3.96875",0,0,1,1,0,0
"scriptum1","n","0.607379966828753","5.08053691275168",0,0,1,0,1,0
"scriptura1","f","2.57862097384733","3.3157894736842106",1,0,1,0,1,0
"scurra1","m","2.69726547034595","1.9714285714285715",1,0,0,0,1,0
"scutum1","n","1.36711686865362","5.738636363636363",0,0,0,0,1,0
"secedo1","n","1.54114626842867","2.641025641025641",0,1,0,1,0,0
"secessus1","m","3.12610876914982","1.9615384615384615",0,1,0,0,1,0
"secretum1","n","0.826548487290915","2.50390625",0,1,0,0,1,0
"secta1","f","1.48669848440629","1.4691358024691359",1,1,0,0,0,0
"securis1","f","0.943905437929074","3",0,1,1,0,1,0
"sedes1","f","0.504620392403553","5.675000000000002",0,1,0,0,0,0
"sedile1","n","3.24158598656976","2.8333333333333335",0,1,1,0,0,0
"seditio1","f","1.15412314531942","8.72549019607843",0,1,1,1,0,0
"seges1","f","1.38360499144219","4.149425287356322",0,1,0,0,0,0
"semen1","n","1.11230296962479","13.357142857142858",0,1,0,0,0,0
"sementis1","f","3.36711686865362","2.9545454545454546",0,1,1,0,0,0
"seminarium1","n","3.24158598656976","2.3541666666666665",1,1,1,0,1,0
"semita1","f","1.76045929683314","2.1044776119402986",1,1,1,0,0,0
"semivir1","m","3.50462039240355","1.4",0,1,1,0,0,0
"senarius1","m","5.82654848729092","3.5",1,1,1,0,1,0
"senatus1","m","0.550424082016677","28.10967741935484",1,1,0,0,1,0
"senatus2","m","0.550424082016677","28.10967741935484",1,1,0,0,1,0
"senex1","m","0.33469539096124","8.024074074074075",0,1,0,0,0,0
"senium1","n","0.666677150512526","1.6200466200466206",0,1,1,0,1,0
"sensus2","m","0.760459296833143","6.774875621890547",0,1,0,0,1,0
"sententia1","f","0.318753847092219","20.48901098901099",1,1,1,0,0,0
"sentina1","f","3.43423106451216","1.0952380952380953",1,1,1,0,0,0
"sentis1","m","1.94390543792907","1.056497175141243",0,1,1,0,0,0
"sepulcrum1","n","1.09862803272772","4.820754716981132",0,1,0,0,1,0
"sera1","f","1.35081505632452","0.6338683788121994",1,1,0,0,0,0
"sera2","f","1.35081505632452","0.6338683788121994",1,1,0,0,0,0
"seria1","n","1.76045929683314","1.1044776119402986",1,1,1,0,0,0
"series1","f","1.69726547034595","2.007142857142857",0,1,1,0,0,0
"sermo1","m","0.367116868653618","13.971590909090908",0,1,0,1,0,0
"serpens1","f","1.38360499144219","4.741379310344827",0,1,0,0,0,0
"serta1","f","2.46899648267283","1.7682926829268293",1,1,0,0,0,0
"serva1","f","0.697265470345949","1.0422619047619046",1,1,0,0,0,0
"servitium1","n","1.59772979679503","3.6933333333333334",0,1,1,0,1,0
"servus2","m","0.434231064512155","5.421130952380952",0,1,0,0,1,0
"sexennium1","n","4.82654848729092","1.0625",0,1,1,0,1,0
"sextus2","m","1.22663564510379","2.2938144329896906",0,1,0,0,1,0
"Sibylla1","f","2.73908564604058","3.3823529411764706",1,0,1,0,0,1
"Sicelis1","f","5.82654848729092","1.75",0,1,1,0,0,0
"sicula1","f","2.33469539096124","3.3777777777777778",1,0,1,0,1,0
"sidus1","n","1.05836416251399","9.660550458715596",0,0,1,0,1,0
"signum1","n","0.226635645103787","18.13659793814433",0,0,1,0,1,0
"silentium1","n","0.749732890240084","5.529629629629629",0,1,1,0,1,0
"Silenus1","m","3.50462039240355","2.15",0,1,1,0,1,0
"silva1","f","0.837863800518749","10.68503937007874",1,0,1,0,0,0
"simia1","f","3.12610876914982","2.4423076923076925",1,0,1,0,0,0
"similis1","n","0.197191867211305","21.37878787878788",0,0,1,0,0,0
"simulacrum1","n","0.993658473126173","5.385964912280702",1,0,1,0,1,0
"singultus1","m","2.96856749216334","3.0344827586206895",0,0,1,0,1,0
"sinum1","n","0.0850815008897681","10.215342679127724",0,0,1,0,1,0
"sinus1","m","0.0783556377014548","14.578682170542635",0,0,1,0,1,0
"sitella1","f","4.82654848729092","1.875",1,1,1,0,0,0
"sitis1","f","0.739085646040576","2.396446078431372",0,0,1,0,0,0
"socia1","f","0.95618376770751","3.286324786324785",1,0,1,1,0,0
"socius1","m","0.48669848440629","11.878600823045259",0,0,1,1,1,0
"socordia1","f","2.87235217690404","2.6129032258064515",1,0,1,1,0,0
"socrus1","f","2.78215436793246","1.6818181818181819",0,0,0,1,1,0
"sodalis1","m","1.76045929683314","3.373134328358209",1,0,1,1,0,0
"sol1","m","0.10544929858373","13.40718799368089",0,0,0,1,0,0
"solaciolum1","n","7.82654848729092","1",1,0,1,1,1,0
"solarium1","n","3.57862097384733","0.6140350877192982",1,0,1,1,1,0
"solea1","f","2.69726547034595","1.5571428571428572",1,1,0,1,0,0
"solidus1","m","1.03213262094081","3.081081081081081",0,0,1,1,1,0
"solitum1","n","0.626876142454551","2.6156462585034013",0,0,1,1,1,0
"solium1","n","0.295167026774603","3.539189189189189",0,0,1,1,1,0
"sollemnis1","n","1.19719186721131","4.313131313131313",0,1,1,1,0,0
"sollertia1","f","2.01919356523331","2.0267857142857144",1,1,1,1,0,0
"solum1","n","0.10544929858373","12.691548183254348",0,0,0,1,1,0
"solus1","m","0.0783556377014548","19.181007751937997",0,0,0,1,1,0
"somnium1","n","1.08508150088977","4.490654205607477",0,0,1,1,1,0
"somnus1","m","0.597729796795034","8.633333333333333",0,0,0,1,1,0
"sonitus1","m","1.41715755115321","2.1470588235294117",0,0,1,1,1,0
"sonus1","m","1.3029865312339","3.630434782608696",0,0,0,1,1,0
"sopor1","m","1.9196578916824","2.5166666666666666",0,0,0,1,0,0
"sordes1","f","1.849268563791","2.2857142857142856",0,1,0,1,0,0
"soror1","f","0.676801367786233","9.038732394366198",0,0,0,1,0,0
"sors1","f","0.607379966828753","7.7114093959731544",0,0,0,1,0,0
"sparus1","m","4.01919356523331","1.6428571428571428",1,0,0,0,1,0
"spatium1","n","0.468996482672831","8.210365853658537",1,0,1,0,1,0
"species1","f","0.460226273045099","13.66060606060606",0,1,1,0,0,0
"spectaculum1","n","0.895811149728029","5.713114754098361",1,1,0,0,1,0
"specula2","f","1.96856749216334","0.8879310344827588",1,1,0,0,1,0
"speculum1","n","1.46899648267283","2.2195121951219514",0,1,0,0,1,0
"specus1","m","2.07166098512745","3.5555555555555554",0,1,0,0,1,0
"spelunca1","f","2.21183864317571","2.7755102040816326",1,1,0,0,1,0
"spes1","f","0.16833700453912","24.03960396039604",0,1,0,0,0,0
"spinetum1","n","5.82654848729092","1",0,1,1,0,1,0
"spiramentum1","n","4.24158598656976","1.9166666666666667",1,1,1,0,1,0
"spiritus1","m","0.718024030512746","9.253623188405797",0,0,1,0,1,0
"spolium1","n","0.98105843634654","4.243478260869566",0,0,1,1,1,0
"sponda1","f","4.36711686865362","1.7272727272727273",1,0,0,1,0,0
"sponsalia1","n","3.82654848729092","1.0625",1,0,1,1,0,0
"sponsus1","m","2.73908564604058","0.8161764705882351",0,0,0,1,1,0
"sponte1","f","0.793125485753465","6.221374045801527",0,1,0,1,0,0
"spuma1","f","2.82654848729092","7.234375",1,0,0,0,1,0
"stabulum1","n","1.87235217690404","2.685483870967742",1,0,0,0,1,0
"stagnum1","n","1.73908564604058","3.0808823529411766",1,0,0,0,1,0
"status2","m","0.559761946596014","3.9837662337662336",1,0,0,0,1,0
"stella1","f","1.76045929683314","7.835820895522388",1,1,0,0,0,0
"sternumentum1","n","4.6566234858486","7.222222222222222",0,1,0,0,1,0
"stilus1","m","2.15412314531942","3.784313725490196",0,0,1,0,1,0
"stimulus1","m","1.54114626842867","2.173076923076923",0,0,1,0,1,0
"stipendium1","n","1.28738967618288","8.451612903225806",0,1,1,0,1,0
"stirps1","f","1.05836416251399","5.5504587155963305",0,0,1,0,0,0
"stratum1","n","1.35081505632452","1.1385767790262167",1,0,0,0,1,0
"stridor1","m","2.3029865312339","2.0652173913043477",0,0,1,1,0,0
"strophium1","n","4.01919356523331","0.8928571428571429",0,0,1,1,1,0
"strues1","f","2.54114626842867","0.8974358974358975",0,1,0,0,1,0
"studium1","n","0.434231064512155","15.56547619047619",0,0,1,0,1,0
"stultitia1","f","1.22663564510379","2.6288659793814433",1,0,1,0,1,0
"stultus1","m","0.771266051789726","5.165413533834586",0,0,0,0,1,0
"stuprum1","n","1.46899648267283","3.0548780487804876",0,0,0,0,1,0
"sublime1","n","1.31875384709222","1.3351648351648353",0,1,1,0,1,0
"suboles1","f","1.87235217690404","2.314516129032258",0,1,0,1,1,0
"subsellium1","n","2.27195963561328","2.3404255319148937",0,1,1,0,1,0
"subsidium1","n","1.43423106451215","6.773809523809524",0,0,1,0,1,0
"substantia1","f","3.3029865312339","2.0434782608695654",1,0,1,0,1,0
"subulcus1","m","5.50462039240355","1.2",0,0,0,0,1,0
"successus2","m","2.01919356523331","1.6517857142857142",0,1,0,0,1,0
"suffragator1","m","4.36711686865362","1.2727272727272727",1,0,0,1,1,0
"suffragium1","n","1.28738967618288","5.645161290322581",1,0,1,0,1,0
"summa1","f","0.219218173541304","6.058547008547009",1,0,0,0,1,0
"summus1","m","0.161212570105739","10.313218390804598",0,0,0,0,1,0
"sumptus2","m","0.993658473126173","2.9210526315789473",0,0,0,0,1,0
"supera1","f","1.69726547034595","1.2428571428571424",1,1,0,0,1,0
"superbia1","f","1.21183864317571","3.6377551020408165",1,1,1,0,1,0
"Superi1","m","1.36711686865362","2.4630681818181817",0,1,1,0,1,0
"superstitio1","f","2.01919356523331","3.4107142857142856",0,1,1,1,1,0
"supplex1","m","0.522767739113812","4.151898734177215",0,1,0,0,1,0
"supplicatio1","f","1.9196578916824","7.583333333333333",1,0,1,1,1,0
"supplicium1","n","0.607379966828753","5.080536912751678",0,0,1,0,1,0
"supremum1","n","1.57862097384733","2.2960526315789473",0,1,0,0,1,0
"sura1","f","2.50462039240355","1.025",1,0,0,0,1,0
"sus1","m","0.119189355210032","10.848883572567784",0,0,0,0,1,0
"susceptum1","n","1.40028373258882","1.930232558139535",0,1,0,0,1,0
"suspicio2","f","0.919657891682396","5.325",0,0,1,1,1,0
"susurrus1","m","3.82654848729092","0.7812499999999994",0,0,0,0,1,0
"Syrtis1","f","2.46899648267283","3.2195121951219514",0,0,1,0,0,1
"tabella1","f","1.71802403051275","3.5942028985507246",1,1,0,0,0,0
"tabes1","f","1.94390543792907","2.3559322033898304",1,1,0,0,0,0
"tabula1","f","0.676801367786233","6.732394366197183",1,0,0,0,1,0
"Tacita1","f","1.31875384709222","1.2252747252747254",1,0,1,0,0,0
"tactus2","m","1.46899648267283","1.8475609756097562",1,0,0,0,1,0
"taeda1","f","2.04518877376626","2.7363636363636363",1,1,0,0,0,0
"talus1","m","0.241585986569759","5.8515625",1,0,0,0,1,0
"taurus1","m","1.16833700453912","8.683168316831683",1,0,0,0,1,0
"tectum1","n","0.550424082016677","4.96021505376344",0,1,0,0,1,0
"tecum1","n","0.718024030512746","3.2427536231884058",0,1,0,0,1,0
"tegula1","f","2.3029865312339","2.608695652173913",1,1,0,0,1,0
"tela1","f","0.707607414567408","5.377697841726619",1,1,0,0,0,0
"tellus1","f","1.6566234858486","11.833333333333334",0,1,0,0,1,0
"telum1","n","0.57862097384733","10.049342105263158",0,1,0,0,1,0
"temo1","m","3.12610876914982","1.8076923076923077",0,1,0,1,0,0
"temperamentum1","n","3.6566234858486","2.7777777777777777",1,1,0,0,1,0
"tempestas1","f","0.617095121661965","8.31081081081081",1,1,0,0,0,0
"templum1","n","0.559761946596014","15.071428571428571",0,1,0,0,1,0
"tempus1","n","0.126108769149823","26.56971153846154",0,1,0,0,1,0
"tempus2","n","0.126108769149823","26.56971153846154",0,1,0,0,1,0
"tenebrae1","f","0.617095121661965","5.006756756756757",1,1,0,0,0,0
"tentorium1","n","2.3029865312339","3.3043478260869565",0,1,1,1,1,0
"tepor1","m","3.3029865312339","2.8260869565217392",0,1,0,1,0,0
"tergum1","n","0.597729796795034","8.06",0,1,0,0,1,0
"terra1","f","0.154123145319419","35.24264705882353",1,1,0,0,0,0
"tessera1","f","2.50462039240355","2.25",1,1,0,0,0,0
"testamentum1","n","1.76045929683314","5.776119402985074",1,1,0,0,1,0
"testimonium1","n","1.22663564510379","6.721649484536083",0,1,1,1,1,0
"testis1","m","0.39192025965419","3.7215799614643528",0,1,1,0,0,0
"testis2","m","0.39192025965419","3.7215799614643545",0,1,1,0,0,0
"textum1","n","2.40028373258882","1.6782945736434107",0,1,0,0,1,0
"textura1","f","5.24158598656976","1",1,1,0,0,1,0
"thalamus1","m","2.40028373258882","7.651162790697675",1,0,0,0,1,0
"Thyias1","f","5.01919356523331","1.7142857142857142",1,0,1,0,0,1
"tibia1","f","1.78215436793246","2.878787878787879",1,0,1,0,0,0
"tigris1","f","2.27195963561328","4.680851063829787",0,0,1,0,0,0
"tilia1","f","4.6566234858486","4.666666666666667",1,0,1,0,0,0
"timor1","m","0.57862097384733","8.113289760348584",0,0,1,1,0,0
"tinnitus1","m","3.6566234858486","1.1388888888888888",0,0,1,0,1,0
"toga1","f","1.24158598656976","4.604166666666667",1,0,0,1,0,0
"tonitrus1","m","2.96856749216334","2.9655172413793105",0,0,1,1,1,0
"tormentum1","n","1.07166098512745","5.5092592592592595",0,1,0,1,1,0
"torus1","m","1.45150905594399","7",0,0,0,1,1,0
"toxicum1","n","4.36711686865362","2.272727272727273",0,0,1,1,1,0
"trabs1","f","1.9196578916824","3.9166666666666665",1,0,0,0,0,0
"tractus2","m","1.25669287895997","2.2754385964912283",1,0,0,0,1,0
"tragoedia1","f","2.24158598656976","2.7083333333333335",1,1,1,1,0,0
"tres1","f","0.204496667834539","16.868020304568528",0,1,0,0,0,0
"tribunatus1","m","2.43423106451216","5.833333333333333",1,0,1,0,1,0
"tribunus1","m","0.993658473126173","36.55263157894737",0,0,1,0,1,0
"tributum1","n","1.36711686865362","1.1098484848484846",0,0,1,0,1,0
"triclinium1","n","2.73908564604058","4.117647058823529",0,0,1,0,1,0
"tridens1","m","3.82654848729092","2.6875",0,1,1,0,0,0
"triste1","n","0.617095121661965","2.833333333333332",0,1,1,0,0,0
"tristitia1","f","1.73908564604058","2.926470588235294",1,0,1,0,0,0
"trivium1","n","3.01919356523331","0.7857142857142857",0,0,1,0,1,0
"trudis1","f","3.82654848729092","0.71875",0,0,1,0,1,0
"truncus2","m","1.82654848729092","2.026041666666665",0,0,0,0,1,0
"tuba1","f","1.48669848440629","3.6049382716049383",1,0,0,0,1,0
"tumor1","m","2.09862803272772","8.377358490566039",0,0,0,1,1,0
"tumultus1","m","0.826548487290915","11.4140625",0,0,0,0,1,0
"tunica1","f","1.28738967618288","6.32258064516129",1,0,1,0,1,0
"turba1","f","0.48669848440629","6.638888888888889",1,0,0,0,1,0
"turbo2","m","1.89581114972803","3.6639344262295084",0,0,0,1,1,0
"turris1","f","1.16833700453912","6.118811881188119",0,0,1,0,1,0
"tussis1","f","3.50462039240355","7.483333333333339",0,0,1,0,1,0
"tutela1","f","1.27195963561328","3.595744680851064",1,1,0,0,1,0
"tympanum1","n","2.61709512166197","3.810810810810811",1,0,0,0,1,1
"tyrannus1","m","0.943905437929074","10.34322033898305",1,0,0,0,1,1
